n,edges,root,E,J,I,E_geq_J_coeffwise,E_dom_J,SCC,I_dom_1pxJ,IpxE_dom_E,gk_ck_plus_dk_ge0,gk_min,SCC_ge_xI,SCC_minus_xI_min,d_km1_JE_ge0_prefix_to_modeI,d_km1_JE_min_prefix,mode_I,ratio_J_over_E_logconcave,ratio_J_over_E_logconcave_min_crossdiff
11,"((0, 1), (0, 5), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (5, 8))",2,"(1, 10, 38, 76, 90, 66, 30, 8, 1)","(1, 7, 15, 14, 6, 1)","(1, 11, 45, 91, 104, 72, 31, 8, 1)",True,True,True,True,True,True,34,False,-384,False,-804,4,True,0
11,"((0, 1), (0, 5), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (5, 8))",3,"(1, 10, 36, 62, 57, 29, 8, 1)","(1, 9, 29, 47, 43, 23, 7, 1)","(1, 11, 45, 91, 104, 72, 31, 8, 1)",True,False,True,False,True,True,2,True,0,False,-106,4,False,-260600
11,"((0, 1), (0, 5), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (5, 8))",5,"(1, 10, 39, 79, 93, 67, 30, 8, 1)","(1, 6, 12, 11, 5, 1)","(1, 11, 45, 91, 104, 72, 31, 8, 1)",True,True,True,True,True,True,34,False,-272,False,-628,4,True,0
11,"((0, 1), (0, 5), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (5, 8))",6,"(1, 10, 36, 61, 55, 28, 8, 1)","(1, 9, 30, 49, 44, 23, 7, 1)","(1, 11, 45, 91, 104, 72, 31, 8, 1)",True,False,True,False,True,True,2,True,0,False,-66,4,False,-157740
11,"((0, 1), (0, 5), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (5, 8))",9,"(1, 10, 36, 61, 56, 29, 8, 1)","(1, 9, 30, 48, 43, 23, 7, 1)","(1, 11, 45, 91, 104, 72, 31, 8, 1)",True,False,True,False,True,True,2,True,0,False,-102,4,False,-191263
11,"((0, 1), (0, 5), (0, 8), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9), (8, 10))",1,"(1, 10, 37, 64, 56, 28, 8, 1)","(1, 8, 24, 34, 24, 8, 1)","(1, 11, 45, 88, 90, 52, 16, 2)",True,True,True,True,True,True,36,True,0,False,-368,4,False,-3728
11,"((0, 1), (0, 5), (0, 8), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9), (8, 10))",0,"(1, 10, 38, 69, 64, 33, 9, 1)","(1, 7, 19, 26, 19, 7, 1)","(1, 11, 45, 88, 90, 52, 16, 2)",True,True,True,True,True,True,50,True,0,False,-353,4,False,-74689
11,"((0, 1), (0, 5), (0, 8), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9), (8, 10))",2,"(1, 10, 38, 73, 78, 47, 15, 2)","(1, 7, 15, 12, 5, 1)","(1, 11, 45, 88, 90, 52, 16, 2)",True,True,True,True,True,True,94,False,-294,False,-639,4,True,0
11,"((0, 1), (0, 5), (0, 8), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9), (8, 10))",3,"(1, 10, 36, 59, 46, 18, 3)","(1, 9, 29, 44, 34, 13, 2)","(1, 11, 45, 88, 90, 52, 16, 2)",True,True,True,False,True,True,15,True,0,False,-127,4,False,-226250
11,"((0, 1), (0, 5), (0, 8), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9), (8, 10))",5,"(1, 10, 38, 72, 76, 46, 15, 2)","(1, 7, 16, 14, 6, 1)","(1, 11, 45, 88, 90, 52, 16, 2)",True,True,True,True,True,True,94,False,-208,False,-632,4,True,0
11,"((0, 1), (0, 5), (0, 8), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9), (8, 10))",6,"(1, 10, 36, 59, 47, 19, 3)","(1, 9, 29, 43, 33, 13, 2)","(1, 11, 45, 88, 90, 52, 16, 2)",True,True,True,False,True,True,15,True,0,False,-163,4,False,-202809
11,"((0, 1), (0, 5), (0, 8), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9))",1,"(1, 10, 37, 64, 54, 21, 3)","(1, 8, 25, 39, 32, 13, 2)","(1, 11, 45, 89, 93, 53, 16, 2)",True,False,True,False,True,True,15,True,0,False,-157,4,False,-237842
11,"((0, 1), (0, 5), (0, 8), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9))",0,"(1, 10, 39, 76, 80, 47, 15, 2)","(1, 6, 13, 13, 6, 1)","(1, 11, 45, 89, 93, 53, 16, 2)",True,True,True,True,True,True,82,False,-131,False,-584,4,True,0
11,"((0, 1), (0, 5), (0, 8), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9))",2,"(1, 10, 38, 74, 81, 50, 16, 2)","(1, 7, 15, 12, 3)","(1, 11, 45, 89, 93, 53, 16, 2)",True,True,True,True,True,True,94,False,-357,False,-750,4,True,0
11,"((0, 1), (0, 5), (0, 8), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9))",3,"(1, 10, 36, 60, 48, 17, 2)","(1, 9, 29, 45, 36, 14, 2)","(1, 11, 45, 89, 93, 53, 16, 2)",True,False,True,False,True,True,8,True,0,False,-120,4,False,-259200
11,"((0, 1), (0, 5), (0, 8), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9))",5,"(1, 10, 38, 72, 75, 44, 14, 2)","(1, 7, 17, 18, 9, 2)","(1, 11, 45, 89, 93, 53, 16, 2)",True,True,True,True,True,True,94,False,-117,False,-702,4,True,0
11,"((0, 1), (0, 5), (0, 8), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9))",6,"(1, 10, 36, 60, 50, 21, 4)","(1, 9, 29, 43, 32, 12, 2)","(1, 11, 45, 89, 93, 53, 16, 2)",True,True,True,False,True,True,24,True,0,False,-230,4,False,-12600
11,"((0, 1), (0, 5), (0, 8), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9))",8,"(1, 10, 37, 66, 63, 33, 9, 1)","(1, 8, 23, 30, 20, 7, 1)","(1, 11, 45, 89, 93, 53, 16, 2)",True,True,True,True,True,True,50,True,0,False,-570,4,True,33
11,"((0, 1), (0, 5), (0, 8), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9))",9,"(1, 10, 36, 61, 55, 28, 8, 1)","(1, 9, 28, 38, 25, 8, 1)","(1, 11, 45, 89, 93, 53, 16, 2)",True,True,True,True,True,True,36,True,0,False,-565,4,True,28
11,"((0, 1), (0, 5), (0, 8), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9))",10,"(1, 10, 36, 59, 47, 19, 3)","(1, 9, 30, 46, 34, 13, 2)","(1, 11, 45, 89, 93, 53, 16, 2)",True,True,True,False,True,True,15,True,0,False,-156,4,False,-25106
11,"((0, 1), (0, 5), (0, 8), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7))",1,"(1, 10, 37, 66, 63, 33, 9, 1)","(1, 8, 26, 45, 45, 26, 8, 1)","(1, 11, 45, 92, 108, 78, 35, 9, 1)",True,False,True,False,True,True,2,True,0,False,-51,4,False,-376245
11,"((0, 1), (0, 5), (0, 8), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7))",0,"(1, 10, 40, 84, 103, 77, 35, 9, 1)","(1, 5, 8, 5, 1)","(1, 11, 45, 92, 108, 78, 35, 9, 1)",True,True,True,True,True,True,46,False,-404,False,-472,4,True,0
11,"((0, 1), (0, 5), (0, 8), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7))",2,"(1, 10, 38, 77, 94, 72, 34, 9, 1)","(1, 7, 15, 14, 6, 1)","(1, 11, 45, 92, 108, 78, 35, 9, 1)",True,True,True,True,True,True,47,False,-444,False,-854,4,True,0
11,"((0, 1), (0, 5), (0, 8), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7))",3,"(1, 10, 36, 63, 60, 32, 9, 1)","(1, 9, 29, 48, 46, 26, 8, 1)","(1, 11, 45, 92, 108, 78, 35, 9, 1)",True,False,True,False,True,True,2,True,0,False,-99,4,False,-318006
11,"((0, 1), (0, 5), (0, 8), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7))",5,"(1, 10, 38, 74, 85, 62, 29, 8, 1)","(1, 7, 18, 23, 16, 6, 1)","(1, 11, 45, 92, 108, 78, 35, 9, 1)",True,True,True,True,True,True,34,False,-92,False,-771,4,True,0
11,"((0, 1), (0, 5), (0, 8), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7))",6,"(1, 10, 36, 63, 63, 38, 13, 2)","(1, 9, 29, 45, 40, 22, 7, 1)","(1, 11, 45, 92, 108, 78, 35, 9, 1)",True,True,True,False,True,True,6,True,0,False,-315,4,False,-98910
11,"((0, 1), (0, 5), (0, 8), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7))",8,"(1, 10, 36, 61, 55, 28, 8, 1)","(1, 9, 31, 53, 50, 27, 8, 1)","(1, 11, 45, 92, 108, 78, 35, 9, 1)",True,False,True,False,True,True,2,True,0,False,-14,4,False,-205730
11,"((0, 1), (0, 5), (0, 7), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (7, 8), (9, 10))",1,"(1, 10, 37, 63, 49, 14, 1)","(1, 8, 25, 38, 28, 8)","(1, 11, 45, 88, 87, 42, 9)",True,True,True,False,True,True,106,True,0,False,-169,3,False,-160328
11,"((0, 1), (0, 5), (0, 7), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (7, 8), (9, 10))",0,"(1, 10, 39, 75, 74, 36, 8)","(1, 6, 13, 13, 6, 1)","(1, 11, 45, 88, 87, 42, 9)",True,True,True,True,True,True,82,False,-24,False,-468,3,True,104
11,"((0, 1), (0, 5), (0, 7), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (7, 8), (9, 10))",2,"(1, 10, 38, 73, 76, 41, 9)","(1, 7, 15, 11, 1)","(1, 11, 45, 88, 87, 42, 9)",True,True,True,True,True,True,94,False,-375,False,-677,3,True,0
11,"((0, 1), (0, 5), (0, 7), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (7, 8), (9, 10))",3,"(1, 10, 36, 59, 43, 10)","(1, 9, 29, 44, 32, 9)","(1, 11, 45, 88, 87, 42, 9)",True,False,True,False,True,True,118,True,0,False,-127,3,False,-233440
11,"((0, 1), (0, 5), (0, 7), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (7, 8), (9, 10))",5,"(1, 10, 37, 65, 58, 26, 5)","(1, 8, 23, 29, 16, 4)","(1, 11, 45, 88, 87, 42, 9)",True,True,True,True,True,True,106,True,0,False,-422,3,True,68
11,"((0, 1), (0, 5), (0, 7), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (7, 8), (9, 10))",6,"(1, 10, 36, 60, 50, 21, 4)","(1, 9, 28, 37, 21, 5)","(1, 11, 45, 88, 87, 42, 9)",True,True,True,True,True,True,118,True,0,False,-348,3,True,116
11,"((0, 1), (0, 5), (0, 7), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (7, 8))",1,"(1, 10, 37, 65, 58, 25, 4)","(1, 8, 26, 44, 41, 20, 4)","(1, 11, 45, 91, 102, 66, 24, 4)",True,False,True,False,True,True,32,True,0,False,-62,4,False,-349194
11,"((0, 1), (0, 5), (0, 7), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (7, 8))",0,"(1, 10, 40, 83, 97, 65, 24, 4)","(1, 5, 8, 5, 1)","(1, 11, 45, 91, 102, 66, 24, 4)",True,True,True,True,True,True,70,False,-361,False,-464,4,True,0
11,"((0, 1), (0, 5), (0, 7), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (7, 8))",2,"(1, 10, 38, 76, 89, 62, 24, 4)","(1, 7, 15, 13, 4)","(1, 11, 45, 91, 102, 66, 24, 4)",True,True,True,True,True,True,94,False,-450,False,-853,4,True,0
11,"((0, 1), (0, 5), (0, 7), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (7, 8))",3,"(1, 10, 36, 62, 55, 24, 4)","(1, 9, 29, 47, 42, 20, 4)","(1, 11, 45, 91, 102, 66, 24, 4)",True,False,True,False,True,True,32,True,0,False,-106,4,False,-308172
11,"((0, 1), (0, 5), (0, 7), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (7, 8))",5,"(1, 10, 37, 67, 67, 39, 13, 2)","(1, 8, 24, 35, 27, 11, 2)","(1, 11, 45, 91, 102, 66, 24, 4)",True,True,True,True,True,True,95,True,0,False,-536,4,False,-32
11,"((0, 1), (0, 5), (0, 7), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (7, 8))",6,"(1, 10, 36, 63, 63, 38, 13, 2)","(1, 9, 28, 39, 28, 11, 2)","(1, 11, 45, 91, 102, 66, 24, 4)",True,True,True,True,True,True,97,True,0,False,-693,4,True,116
11,"((0, 1), (0, 5), (0, 7), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6), (7, 8))",9,"(1, 10, 36, 60, 50, 21, 4)","(1, 9, 31, 52, 45, 20, 4)","(1, 11, 45, 91, 102, 66, 24, 4)",True,False,True,False,True,True,32,True,0,False,-14,4,False,-154800
11,"((0, 1), (0, 5), (0, 7), (0, 8), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6))",1,"(1, 10, 37, 68, 72, 45, 15, 2)","(1, 8, 27, 50, 55, 36, 13, 2)","(1, 11, 45, 95, 122, 100, 51, 15, 2)",True,False,True,False,True,True,8,True,0,False,-26,4,False,-206640
11,"((0, 1), (0, 5), (0, 7), (0, 8), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6))",0,"(1, 10, 41, 91, 121, 100, 51, 15, 2)","(1, 4, 4, 1)","(1, 11, 45, 95, 122, 100, 51, 15, 2)",True,True,True,True,True,True,58,False,-393,False,-323,4,True,0
11,"((0, 1), (0, 5), (0, 7), (0, 8), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6))",2,"(1, 10, 38, 80, 106, 91, 49, 15, 2)","(1, 7, 15, 16, 9, 2)","(1, 11, 45, 95, 122, 100, 51, 15, 2)",True,True,True,True,True,True,94,False,-502,False,-976,4,True,0
11,"((0, 1), (0, 5), (0, 7), (0, 8), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6))",3,"(1, 10, 36, 66, 71, 45, 15, 2)","(1, 9, 29, 51, 55, 36, 13, 2)","(1, 11, 45, 95, 122, 100, 51, 15, 2)",True,False,True,False,True,True,8,True,0,False,-78,4,False,-299664
11,"((0, 1), (0, 5), (0, 7), (0, 8), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6))",5,"(1, 10, 37, 70, 81, 61, 29, 8, 1)","(1, 8, 25, 41, 39, 22, 7, 1)","(1, 11, 45, 95, 122, 100, 51, 15, 2)",True,True,True,True,True,True,36,True,0,False,-591,4,False,-11532
11,"((0, 1), (0, 5), (0, 7), (0, 8), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6))",6,"(1, 10, 36, 67, 80, 61, 29, 8, 1)","(1, 9, 28, 42, 39, 22, 7, 1)","(1, 11, 45, 95, 122, 100, 51, 15, 2)",True,True,True,True,True,True,36,True,0,False,-747,4,True,29
11,"((0, 1), (0, 5), (0, 7), (0, 8), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (5, 6))",7,"(1, 10, 36, 63, 63, 38, 13, 2)","(1, 9, 32, 59, 62, 38, 13, 2)","(1, 11, 45, 95, 122, 100, 51, 15, 2)",True,False,True,False,True,True,8,True,0,False,-4,4,False,-43056
11,"((0, 1), (0, 8), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (6, 7), (8, 9), (9, 10))",1,"(1, 10, 39, 74, 68, 24)","(1, 6, 13, 13, 6, 1)","(1, 11, 45, 87, 81, 30, 1)",True,True,True,False,True,True,82,True,0,False,-455,3,True,104
11,"((0, 1), (0, 8), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (6, 7), (8, 9), (9, 10))",0,"(1, 10, 37, 63, 49, 14, 1)","(1, 8, 24, 32, 16)","(1, 11, 45, 87, 81, 30, 1)",True,True,True,True,True,True,106,False,-16,False,-328,3,False,-32
11,"((0, 1), (0, 8), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (6, 7), (8, 9), (9, 10))",2,"(1, 10, 37, 64, 53, 18, 1)","(1, 8, 23, 28, 12)","(1, 11, 45, 87, 81, 30, 1)",True,True,True,True,True,True,106,False,-12,False,-436,3,True,0
11,"((0, 1), (0, 8), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (6, 7), (8, 9), (9, 10))",3,"(1, 10, 36, 59, 45, 13)","(1, 9, 28, 36, 17, 1)","(1, 11, 45, 87, 81, 30, 1)",True,True,True,False,True,True,118,True,0,False,-356,3,True,116
11,"((0, 1), (0, 8), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (6, 7), (8, 9), (9, 10))",8,"(1, 10, 37, 65, 55, 18)","(1, 8, 22, 26, 12, 1)","(1, 11, 45, 87, 81, 30, 1)",True,True,True,False,True,True,106,True,0,False,-468,3,True,168
11,"((0, 1), (0, 8), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (6, 7), (8, 9), (9, 10))",9,"(1, 10, 37, 66, 58, 21, 1)","(1, 8, 21, 23, 9)","(1, 11, 45, 87, 81, 30, 1)",True,True,True,True,True,True,106,False,-9,False,-535,3,True,0
11,"((0, 1), (0, 8), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (6, 7), (8, 9), (9, 10))",10,"(1, 10, 36, 59, 43, 10)","(1, 9, 28, 38, 20, 1)","(1, 11, 45, 87, 81, 30, 1)",True,True,True,False,True,True,110,True,0,False,-284,3,True,116
11,"((0, 1), (0, 8), (1, 2), (1, 4), (1, 6), (1, 7), (2, 3), (4, 5), (8, 9), (9, 10))",1,"(1, 10, 40, 82, 91, 52, 12)","(1, 5, 8, 5, 1)","(1, 11, 45, 90, 96, 53, 12)",True,True,True,True,True,True,70,False,-318,False,-456,4,True,0
11,"((0, 1), (0, 8), (1, 2), (1, 4), (1, 6), (1, 7), (2, 3), (4, 5), (8, 9), (9, 10))",0,"(1, 10, 37, 65, 58, 25, 4)","(1, 8, 25, 38, 28, 8)","(1, 11, 45, 90, 96, 53, 12)",True,True,True,True,True,True,106,True,0,False,-384,4,False,-9926
11,"((0, 1), (0, 8), (1, 2), (1, 4), (1, 6), (1, 7), (2, 3), (4, 5), (8, 9), (9, 10))",2,"(1, 10, 37, 66, 62, 30, 6)","(1, 8, 24, 34, 23, 6)","(1, 11, 45, 90, 96, 53, 12)",True,True,True,True,True,True,106,True,0,False,-590,4,False,-32
11,"((0, 1), (0, 8), (1, 2), (1, 4), (1, 6), (1, 7), (2, 3), (4, 5), (8, 9), (9, 10))",3,"(1, 10, 36, 62, 58, 29, 6)","(1, 9, 28, 38, 24, 6)","(1, 11, 45, 90, 96, 53, 12)",True,True,True,True,True,True,118,True,0,False,-716,4,True,116
11,"((0, 1), (0, 8), (1, 2), (1, 4), (1, 6), (1, 7), (2, 3), (4, 5), (8, 9), (9, 10))",6,"(1, 10, 36, 59, 45, 13)","(1, 9, 31, 51, 40, 12)","(1, 11, 45, 90, 96, 53, 12)",True,False,True,False,True,True,118,True,0,False,-14,4,False,-102820
11,"((0, 1), (0, 8), (1, 2), (1, 4), (1, 6), (1, 7), (2, 3), (4, 5), (8, 9), (9, 10))",8,"(1, 10, 37, 68, 68, 36, 8)","(1, 8, 22, 28, 17, 4)","(1, 11, 45, 90, 96, 53, 12)",True,True,True,True,True,True,106,True,0,False,-748,4,True,168
11,"((0, 1), (0, 8), (1, 2), (1, 4), (1, 6), (1, 7), (2, 3), (4, 5), (8, 9), (9, 10))",9,"(1, 10, 37, 69, 70, 37, 8)","(1, 8, 21, 26, 16, 4)","(1, 11, 45, 90, 96, 53, 12)",True,True,True,True,True,True,106,True,0,False,-716,4,True,268
11,"((0, 1), (0, 8), (1, 2), (1, 4), (1, 6), (1, 7), (2, 3), (4, 5), (8, 9), (9, 10))",10,"(1, 10, 36, 62, 55, 24, 4)","(1, 9, 28, 41, 29, 8)","(1, 11, 45, 90, 96, 53, 12)",True,True,True,True,True,True,118,True,0,False,-457,4,True,116
11,"((0, 1), (0, 7), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (7, 8), (7, 10), (8, 9))",0,"(1, 10, 37, 63, 50, 15)","(1, 8, 25, 38, 28, 8)","(1, 11, 45, 88, 88, 43, 8)",True,True,True,False,True,True,106,True,0,False,-169,3,False,-106900
11,"((0, 1), (0, 7), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (7, 8), (7, 10), (8, 9))",9,"(1, 10, 36, 60, 50, 21, 4)","(1, 9, 28, 38, 22, 4)","(1, 11, 45, 88, 88, 43, 8)",True,True,True,True,True,True,118,False,-4,False,-312,3,True,116
11,"((0, 1), (0, 7), (0, 10), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (7, 8), (8, 9))",1,"(1, 10, 39, 75, 73, 32, 4)","(1, 6, 13, 13, 6, 1)","(1, 11, 45, 88, 86, 38, 5)",True,True,True,False,True,True,82,True,0,False,-468,3,True,104
11,"((0, 1), (0, 7), (0, 10), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (7, 8), (8, 9))",0,"(1, 10, 38, 70, 66, 30, 5)","(1, 7, 18, 20, 8)","(1, 11, 45, 88, 86, 38, 5)",True,True,True,True,True,True,94,False,-72,False,-500,3,True,0
11,"((0, 1), (0, 7), (0, 10), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (7, 8), (8, 9))",2,"(1, 10, 37, 65, 57, 23, 3)","(1, 8, 23, 29, 15, 2)","(1, 11, 45, 88, 86, 38, 5)",True,True,True,True,True,True,106,True,0,False,-422,3,True,68
11,"((0, 1), (0, 7), (0, 10), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (7, 8), (8, 9))",3,"(1, 10, 36, 60, 49, 18, 2)","(1, 9, 28, 37, 20, 3)","(1, 11, 45, 88, 86, 38, 5)",True,True,True,True,True,True,118,True,0,False,-348,3,True,116
11,"((0, 1), (0, 7), (0, 10), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (7, 8), (8, 9))",6,"(1, 10, 36, 58, 41, 10, 1)","(1, 9, 30, 45, 28, 4)","(1, 11, 45, 88, 86, 38, 5)",True,True,True,True,True,True,71,True,0,False,-120,3,False,-2880
11,"((0, 1), (0, 7), (0, 10), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (7, 8), (8, 9))",7,"(1, 10, 37, 65, 55, 18)","(1, 8, 23, 31, 20, 5)","(1, 11, 45, 88, 86, 38, 5)",True,True,True,False,True,True,106,True,0,False,-348,3,False,-875
11,"((0, 1), (0, 7), (0, 10), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (7, 8), (8, 9))",8,"(1, 10, 37, 67, 63, 29, 5)","(1, 8, 21, 23, 9)","(1, 11, 45, 88, 86, 38, 5)",True,True,True,True,True,True,106,False,-100,False,-556,3,True,0
11,"((0, 1), (0, 7), (0, 10), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (7, 8), (8, 9))",9,"(1, 10, 36, 60, 47, 14)","(1, 9, 28, 39, 24, 5)","(1, 11, 45, 88, 86, 38, 5)",True,True,True,False,True,True,118,True,0,False,-276,3,True,116
11,"((0, 1), (0, 7), (0, 10), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (7, 8), (8, 9))",10,"(1, 10, 36, 59, 45, 13)","(1, 9, 29, 41, 25, 5)","(1, 11, 45, 88, 86, 38, 5)",True,True,True,False,True,True,118,True,0,False,-235,3,True,16
11,"((0, 1), (0, 6), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 9), (7, 8), (9, 10))",1,"(1, 10, 38, 69, 60, 20)","(1, 7, 17, 18, 8, 1)","(1, 11, 45, 86, 78, 28, 1)",True,True,True,False,True,True,94,True,0,False,-489,3,True,162
11,"((0, 1), (0, 6), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 9), (7, 8), (9, 10))",0,"(1, 10, 37, 62, 46, 12, 1)","(1, 8, 24, 32, 16)","(1, 11, 45, 86, 78, 28, 1)",True,True,True,True,True,True,82,False,-16,False,-304,3,False,-32
11,"((0, 1), (0, 6), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 9), (7, 8), (9, 10))",2,"(1, 10, 37, 64, 53, 18, 1)","(1, 8, 22, 25, 10)","(1, 11, 45, 86, 78, 28, 1)",True,True,True,True,True,True,106,False,-10,False,-483,3,True,0
11,"((0, 1), (0, 6), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 9), (7, 8), (9, 10))",3,"(1, 10, 36, 58, 42, 11)","(1, 9, 28, 36, 17, 1)","(1, 11, 45, 86, 78, 28, 1)",True,True,True,False,True,True,118,True,0,False,-328,3,True,116
11,"((0, 1), (0, 6), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 9), (6, 10), (7, 8))",1,"(1, 10, 38, 71, 70, 36, 8)","(1, 7, 17, 19, 10, 2)","(1, 11, 45, 88, 89, 46, 10)",True,True,True,True,True,True,94,False,-8,False,-620,4,True,162
11,"((0, 1), (0, 6), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 9), (6, 10), (7, 8))",0,"(1, 10, 37, 63, 51, 18, 2)","(1, 8, 25, 38, 28, 8)","(1, 11, 45, 88, 89, 46, 10)",True,True,True,False,True,True,106,True,0,False,-174,4,False,-53472
11,"((0, 1), (0, 6), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 9), (6, 10), (7, 8))",2,"(1, 10, 37, 66, 62, 30, 6)","(1, 8, 22, 27, 16, 4)","(1, 11, 45, 88, 89, 46, 10)",True,True,True,True,True,True,106,True,0,False,-618,4,True,168
11,"((0, 1), (0, 6), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 9), (6, 10), (7, 8))",3,"(1, 10, 36, 60, 51, 22, 4)","(1, 9, 28, 38, 24, 6)","(1, 11, 45, 88, 89, 46, 10)",True,True,True,True,True,True,118,True,0,False,-498,4,True,116
11,"((0, 1), (0, 6), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 9), (6, 10), (7, 8))",6,"(1, 10, 39, 77, 82, 45, 10)","(1, 6, 11, 7, 1)","(1, 11, 45, 88, 89, 46, 10)",True,True,True,True,True,True,82,False,-363,False,-574,4,True,0
11,"((0, 1), (0, 6), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 9), (6, 10), (7, 8))",7,"(1, 10, 37, 65, 58, 26, 5)","(1, 8, 23, 31, 20, 5)","(1, 11, 45, 88, 89, 46, 10)",True,True,True,True,True,True,106,True,0,False,-498,4,True,68
11,"((0, 1), (0, 6), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 9), (6, 10), (7, 8))",8,"(1, 10, 36, 60, 52, 25, 5)","(1, 9, 28, 37, 21, 5)","(1, 11, 45, 88, 89, 46, 10)",True,True,True,True,True,True,118,True,0,False,-664,4,True,116
